name,category,address,locality,pincode,lat,lng,phone,email,website,google_rating,review_count,first_review_year,size_proxy,owner_or_chain,standalone_building,amenity_power_backup,maintenance_rate,outage_keyword_hits,outage_quotes,solar_visible,fm_company,rera_id,source_urls,corridor,icp,score,tier
The Millennium School,school,,Greater Noida West,,,,,,,,,,nursery to 12th grade,owner,yes,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,53,B
The Vivekananda School,school,"Behind Tulip Orange Society, Southern Peripheral Road, near Vatika City Chowk, Sector 70","Sector 70, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/private-school-admission-in-gurugram | https://www.nobroker.in/blog/schools-in-sohna-road/ | https://www.justdial.com/Gurgaon/Schools-in-Sohna/nct-10422444,gurgaon,commercial,53,B
The Wisdom Tree School,school,,"Gaur City 2, Greater Noida West",,,,,,,,,,6-acre campus,owner,yes,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-gaur-city-2-greater-noida-west | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,53,B
Vivek Middle School,school,Sector 45,"Sector 45, Gurugram",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-45-3gucnh80-gurugram,gurgaon,commercial,53,B
AIY Eye Care,eye centre,"UGF2 889, opposite Paras Hospital Lane, Sector 5, Vaishali, Ghaziabad, Uttar Pradesh 201010",Vaishali,201010,,,,,https://aiyeyecare.com/eye-clinic-in-indirapuram-ghaziabad,,,,,Dr. Vivek Kumar Jain,,,,,,,,,https://aiyeyecare.com/eye-clinic-in-indirapuram-ghaziabad,ghaziabad,commercial,50,B
Accord Superspeciality Hospital,hospital,,Greater Faridabad,,,,,,https://accordhospitals.co.in/,,,,,,,,,,,,,,https://accordhospitals.co.in/,faridabad,commercial,50,B
Agilus Diagnostics,diagnostic lab,,Indirapuram,,,,,,https://labs.agilusdiagnostics.com/agilus-diagnostics-indirapuram-ghaziabad-diagnostic-centre-indirapuram-ghaziabad-343976/Contact-Us,,,,,Agilus Diagnostics,,,,,,,,,https://labs.agilusdiagnostics.com/agilus-diagnostics-indirapuram-ghaziabad-diagnostic-centre-indirapuram-ghaziabad-343976/Contact-Us,ghaziabad,commercial,50,B
Agilus Diagnostics (City Square / SRL),diagnostic lab,"Plot No GH/01, 102, 1st Floor, City Square, Sector 1, Greater Noida, Uttar Pradesh - 201308","Sector 1, Greater Noida West",201308,,,,,https://labs.agilusdiagnostics.com/agilus-diagnostics-ajnara-le-mart-greater-noida-diagnostic-centre-noida-extension-greater-noida-370668/Home,,,,,Agilus Diagnostics (formerly SRL),,,,,,,,,https://labs.agilusdiagnostics.com/agilus-diagnostics-ajnara-le-mart-greater-noida-diagnostic-centre-noida-extension-greater-noida-370668/Home | https://www.facebook.com/srl.noida0411/,gn_west,commercial,50,B
"Agilus Diagnostics - Sector 4, Greater Noida",diagnostic lab,,"Sector 4, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://labs.agilusdiagnostics.com/agilus-diagnostics-sector-4-greater-noida-blood-testing-service-sector-4-greater-noida-344680/Home,gn_west,commercial,50,B
"Agilus Diagnostics - Sector 4, Techzone",diagnostic lab,"Shop No B4, LGF, Himalaya Pride Society Tower C, Sector 4, Techzone, Greater Noida West","Sector 4, Techzone, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://labs.agilusdiagnostics.com/agilus-diagnostics-sector-4-techzone-noida-diagnostic-centre-sector-4-techzone-greater-noida-344581/Home,gn_west,commercial,50,B
Amrita Hospital,hospital,"Mata Amritanandamayi Marg, RPS City, Sector 88, Faridabad","Sector 88, Faridabad",,,,,,https://www.amritahospitals.org/faridabad,,,,2600+ beds,Amrita Hospitals,,,,,,,,,"https://www.amritahospitals.org/faridabad | https://en.wikipedia.org/wiki/Amrita_Hospital,_Faridabad",faridabad,commercial,50,B
Anand Nursing Home,nursing_home,"171, Sector 56","Sector 56, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://ssamiti.org/assets2/images/documents/network_hosp.pdf,gurgaon,commercial,50,B
Apna Dhaba,standalone restaurant,"RN-11, Opposite Fortis Hospital, Sector 62, Noida, Uttar Pradesh 201301","Sector 62, Noida",201301,,,,,,,,,,owner,,,,,,,,,https://magicpin.in/Noida/Sector-62/Restaurant/Apna-Dhaba/store/635472/,noida,commercial,50,B
Arsh Hospital,hospital,,"Sector 21, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
Ashish Nursing Care At Home,nursing home,"Near Gopi Colony Chowk, Faridabad Sector 19","Sector 19, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Faridabad/Ashish-Nursing-Care-At-Home-Near-Gopi-Colony-Chowk-Faridabad-Sector-19/011PXX11-XX11-190926183812-C8Z9_BZDET,faridabad,commercial,50,B
Avantika Hospital,hospital,,Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Ghaziabad/Private-Hospitals-in-Indirapuram/nct-10390288,ghaziabad,commercial,50,B
Bhaskar Hospital - Sohna Road,hospital,"Sohna Road, Gurgaon",Sohna Road,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/gurgaon/bhaskar-hospital-sohna-road-sohna-road,gurgaon,commercial,50,B
Centre For Sight Eye Hospital,eye centre,"C-6, Ground Floor, Explore Tower, near Bharat Petroleum Pump, Shakti Khand 4, Indirapuram, Ghaziabad, Uttar Pradesh 201014",Indirapuram,201014,,,,,https://www.centreforsight.net/eye-hospitals-in-india/ghaziabad/indirapuram,,,,,Centre for Sight,,,,,,,,,https://www.centreforsight.net/eye-hospitals-in-india/ghaziabad/indirapuram,ghaziabad,commercial,50,B
Centre for Sight (Eye Hospital),eye hospital/clinic,"Plot No. 1, Huda Market No.1, Beside Hanuman Mandir, Sector-16A, Near Old Faridabad Metro Station, Faridabad","Sector 16A, Faridabad",,,,,,,,,,,regional_chain,,,,,,,,,https://www.centreforsight.net/eye-hospitals-in-india/faridabad/sector-16a,faridabad,commercial,50,B
City Hospital,hospital,"Sector 45, Gurgaon-122003",Sector 45,122003,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/city-hospital-sector-45-gurgaon-contact-address,gurgaon,commercial,50,B
City Hospital & Maternity Home,maternity centre,"Sector 16, opposite Sagar Cinema, Faridabad","Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
"Cloudnine Hospital, Gaur City",maternity center,"Plot No. NH-05/GC05 (5th Avenue), GH-01, Sector-4, Greater Noida (West)","Sector 4, Gaur City, Greater Noida West",,,,,,https://www.cloudninecare.com/centre/gaur-city,,,,,Cloudnine,,,,,,,,,https://www.cloudninecare.com/centre/gaur-city,gn_west,commercial,50,B
Couple Restaurant,restaurant,"Shop 545, Vaishali Sector 1, Ghaziabad",Vaishali,,,,,,,,,,,owner,,,,,,,,,https://magicpin.in/Ghaziabad/Vaishali/Restaurant/Couple-Restaurant/store/a7239a/,ghaziabad,commercial,50,B
Daanapaani Restaurant,restaurant,,"Gaur City 1, Greater Noida West",,,,,,,,,,,owner,,,,,[],,,,https://wanderlog.com/place/details/10700702/daanapaani-restaurant-best-restaurant-in-greater-noida-west,gn_west,commercial,50,B
DiagnoNest-Thyrocare Diagnostics Lab,diagnostic lab,,"Bisrakh, near Ace City / Paramount / Trident, Greater Noida West",,,,,,https://diagnonest.in/blood-test/best-diagnostic-center-in-greater-noida-west-blood-test-at-home/,,,,,Thyrocare,,,,,,,,,https://diagnonest.in/blood-test/best-diagnostic-center-in-greater-noida-west-blood-test-at-home/,gn_west,commercial,50,B
Dr Lal PathLabs - Ahinsa Khand 2,diagnostic lab,"Ahinsa Khand 2, Indirapuram, Ghaziabad",Indirapuram,,,,,,,,,,,Dr Lal PathLabs,,,,,,,,,https://www.secondmedic.com/lab/dr-lal-pathlabs/diagnostic-centres-in-ghaziabad,ghaziabad,commercial,50,B
Dr Lal PathLabs - Crossings Republik,diagnostic lab,"Panchsheel Square, Shop No 111, Gol Chakkar, Mall, Crossings Republik, Ghaziabad, Uttar Pradesh 201016",Crossings Republik,201016,,,,,,,,,,Dr Lal PathLabs,,,,,,,,,https://www.diagnosticcentres.in/diagnostic-centres/uttar-pradesh/ghaziabad.html,ghaziabad,commercial,50,B
"Dr Lal PathLabs - Patient Service Centre, Gaur City 2",diagnostic lab,"Shop No. 11, Galaxy Shoppe Market, Gaur City-2, Noida Extension, Gautam Buddh Nagar, Uttar Pradesh","Gaur City 2, Noida Extension",,,,,,https://www.diagnosticcentres.in/diagnostic-centres/delhi/noida/dr-lal-pathlabs-gaur-city-2-noida.html,,,,,Dr Lal PathLabs,,,,,,,,,https://www.diagnosticcentres.in/diagnostic-centres/delhi/noida/dr-lal-pathlabs-gaur-city-2-noida.html | https://www.secondmedic.com/lab/dr-lal-pathlabs/diagnostic-centres-in-greater-noida/gaur-city-2,gn_west,commercial,50,B
"Dr Lal PathLabs - Patient Service Centre, Sector 4",diagnostic lab,,"Sector 4, Greater Noida West",,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-blood-testing-service-sector-4-greater-noida-427292/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-blood-testing-service-sector-4-greater-noida-427292/Home,gn_west,commercial,50,B
"Dr Lal PathLabs - Patient Service Centre, Tech Zone 4 (Himalaya Pride, Ek Murti Chowk)",diagnostic lab,"Shop No 8, Himalaya Pride, Near Ekmurti Gol Chakkar, Tech Zone 4, Greater Noida, Uttar Pradesh","Techzone 4 / Ek Murti Chowk, Greater Noida West",,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-tech-zone-4-greater-noida-370365/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-tech-zone-4-greater-noida-370365/Home,gn_west,commercial,50,B
"Dr Lal PathLabs - Patient Service Centre, Techzone 4 (Gaur Saundaryam)",diagnostic lab,"Shop No 52, Ground Flr, Gaur Saundaryam, Techzone 4, Greater Noida, Uttar Pradesh","Techzone 4, Greater Noida West",,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-blood-testing-service-techzone-4-greater-noida-290850/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-blood-testing-service-techzone-4-greater-noida-290850/Home,gn_west,commercial,50,B
Dr Lal PathLabs - Raj Nagar Extension,diagnostic lab,"Shop No 2, A Block, KW Srishti Rd, Market, Raj Nagar Extension, Ghaziabad, Uttar Pradesh 201301",Raj Nagar Extension,201301,,,,,,,,,,Dr Lal PathLabs,,,,,,,,,https://www.mediyaar.com/ghaziabad/labs/dr-lal-path-labs-raj-nagar-extension.html,ghaziabad,commercial,50,B
Dr Lal PathLabs - Sector 14,diagnostic lab,"Sector 14, Faridabad","Sector 14, Faridabad",,,,,,,,,,,regional_chain,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-sector-14-faridabad-290359/Contact-Us,faridabad,commercial,50,B
Dr Lal PathLabs - Sector 16,diagnostic lab,"SCO 30, Sector 16, Faridabad, Haryana","Sector 16, Faridabad",,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-radiology-centre-medical-laboratory-sector-16-faridabad-289048/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-radiology-centre-medical-laboratory-sector-16-faridabad-289048/Home,faridabad,commercial,50,B
"Dr Lal PathLabs - Sector 72, Sohna Road",diagnostic lab,"Sector 72, Sohna Road, Gurgaon",Sector 72 / Sohna Road,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-sohna-gurgaon-343051/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-sohna-gurgaon-343051/Home,gurgaon,commercial,50,B
Dr Lal PathLabs - Sector 81,diagnostic lab,"Ground Floor, Bptp park 81, Avenue 46, Sector 81, Faridabad, Haryana","Sector 81, Faridabad",,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-sector-81-faridabad-342942/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-sector-81-faridabad-342942/Home,faridabad,commercial,50,B
Dr Lal PathLabs - Sector 82,diagnostic lab,"Shop No 21, Shri Karan Dev Complex, Bhataula, Greater Faridabad, Near SBI, Sector 82, Faridabad, Haryana","Sector 82, Greater Faridabad",,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-sector-82-faridabad-316677/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-sector-82-faridabad-316677/Home,faridabad,commercial,50,B
Dr Lal PathLabs - Vaibhav Khand,diagnostic lab,"Shaheed Devinder Singh Jass Road, Vaibhav Khand, Indirapuram, Ghaziabad",Indirapuram,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-indirapuram-ghaziabad-290179/Home,,,,,Dr Lal PathLabs,,,,,,,,,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-indirapuram-ghaziabad-290179/Home,ghaziabad,commercial,50,B
Dr Lal PathLabs - Vaishali,diagnostic lab,,Vaishali,,,,,,,,,,,Dr Lal PathLabs,,,,,,,,,https://www.secondmedic.com/lab/dr-lal-pathlabs/diagnostic-centres-in-ghaziabad,ghaziabad,commercial,50,B
Dr. Lal Pathology Lab - Subhash Chowk,diagnostic lab,"Subhash Chowk, Sohna Road, Gurgaon - 122001",Sohna Road,122001,,,,,,,,,,Dr Lal PathLabs,,,,,,,,,https://www.justdial.com/Gurgaon/Dr-Lal-Pathology-Lab-Sohna-Road/011PXX11-XX11-180105140955-E2X7_BZDET,gurgaon,commercial,50,B
Dr. Rani Ghai Hospital Pvt. Ltd.,hospital,,"Sector 16B, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.99acres.com/sector-16-b-greater-noida-overview-piffid,gn_west,commercial,50,B
Drishti Eye Centre,eye centre,"near Railway Road, Faridabad","Railway Road, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.practo.com/faridabad/hospitals/eye-hospitals,faridabad,commercial,50,B
Electro Mart,electronics_store,,Indirapuram,,,,,,,,,,,owner,,,,,,,,,https://www.hitachiaircon.com/in/home-appliances/electro-mart-3,ghaziabad,commercial,50,B
Eye Care Centre,eye centre,"1368-B, Sector 14-15, Faridabad","Sector 14-15, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.practo.com/faridabad/hospitals/eye-hospitals,faridabad,commercial,50,B
Foodig,restaurant,,Vasundhara,,,,,,,,,,,owner,,,,,,,,,https://www.zomato.com/ncr/foodig-1-vasundhara-ghaziabad,ghaziabad,commercial,50,B
Fortis Escorts Hospital,hospital,"Neelam Bata Road, Faridabad, Haryana 121001","NIT, Faridabad",121001,,,,,https://www.fortishealthcare.com/location/fortis-escorts-hospital-faridabad,,,,210-260+ beds (sources vary),Fortis Healthcare,,,,,,,,,https://www.practo.com/faridabad/hospital/fortis-faridabad-nit-1 | https://www.hexahealth.com/faridabad/hospital/fortis-escorts-hospital-faridabad | https://www.fortishealthcare.com/location/fortis-escorts-hospital-faridabad,faridabad,commercial,50,B
Fusion Diagnostics and Imaging Centre,diagnostic lab,"NH-3, GH-1, Sector-4, Gaur City-1, Greater Noida","Sector 4, Gaur City 1, Greater Noida",,,,,,,,,,,,,,,,,,,,https://karocare.in/greater-noida,gn_west,commercial,50,B
Gargi Hospital,hospital,"9/182, Raj Nagar, Landmark: ALT Centre, Raj Nagar Extension, Ghaziabad",Raj Nagar Extension,,,,,,,,,,,,,,,,,,,,https://www.lybrate.com/ghaziabad/hospital/gargi-hospital-raj-nagar-extension,ghaziabad,commercial,50,B
Geeta Hospital,hospital,,Faridabad,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
GoMechanic (Raj Nagar Extension workshop),auto_service_center,"Khasra No.1144, Raj Nagar Extension, Ghaziabad",Raj Nagar Extension,,,,,,https://gomechanic.in/stores/car-service-center-in-raj-nagar-ghaziabad-GMGZ34,,,,,owner,,,,,,,,,https://gomechanic.in/stores/car-service-center-in-raj-nagar-ghaziabad-GMGZ34,ghaziabad,commercial,50,B
Goyal Hospital,hospital,,Faridabad,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
Gr Hospital,hospital,,"Gaur City 2, Greater Noida",,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Greater-Noida/Health-Care-Centres-in-Gaur-City-2/nct-10244464 | https://karocare.in/greater-noida,gn_west,commercial,50,B
HOD Path Lab,diagnostic lab,"Aditya Mall, Indirapuram, Ghaziabad",Indirapuram,,,,,,https://www.hod.care/locate-us/ghaziabad/indirapuram,,,,,HOD,,,,,,,,,https://www.hod.care/locate-us/ghaziabad/indirapuram,ghaziabad,commercial,50,B
HOD Path Lab - Sector 16,diagnostic lab,,"Sector 16, Faridabad",,,,,,https://www.hod.care/locate-us/faridabad/faridabad-sec-16,,,,,HOD,,,,,,,,,https://www.hod.care/locate-us/faridabad/faridabad-sec-16,faridabad,commercial,50,B
HOD Path Lab - Sector 21C,diagnostic lab,,"Sector 21C, Faridabad",,,,,,https://www.hod.care/locate-us/faridabad/faridabad-sec-21c,,,,,HOD,,,,,,,,,https://www.hod.care/locate-us/faridabad/faridabad-sec-21c,faridabad,commercial,50,B
Healing Tree Hospital,hospital,,Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/hospitals-in-indirapuram,ghaziabad,commercial,50,B
Heritage Hospital,hospital,"Plot No-1A, Amrapali Platinum, Sector 119, Noida, Uttar Pradesh, 201316","Sector 119, Noida",201316,,,,,https://theheritagehospitals.com/,,,,,regional_chain,y,,,0,,,,,https://www.hexahealth.com/noida/hospital/heritage-hospital-sector-119 | https://www.mouthshut.com/product-reviews/heritage-hospitals-sector-119-noida-reviews-926210606,noida,commercial,50,B
House Of Diagnostics,diagnostic lab,,Sohna Road (near),,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Gurgaon/Diagnostic-Centres-in-Sohna-Road/nct-10159446,gurgaon,commercial,50,B
ICARE (eye hospital),eye center,,"Gaur City 1, Greater Noida",,,,,,https://www.icarehospital.org/gaur-city-1-greater-noida/,,,,,ICARE,,,,,,,,,https://www.icarehospital.org/gaur-city-1-greater-noida/,gn_west,commercial,50,B
Ishu Health Care - Nursing Home,nursing_home,"Abhay Khand 3, near Gaur Green Avenue, Indirapuram, Ghaziabad",Indirapuram,201014,,,08105516306,,,,,,,owner,,,,,,,,,https://www.justdial.com/Ghaziabad/Ishu-Health-Care-Nursing-Home-Near-Gaur-Green-Avenue-Abhay-Khand-3-Indirapuram/011PXX11-XX11-140512083948-U4F4_BZDET,ghaziabad,commercial,50,B
Jindal Nursing Home (Dr S P Jindal),nursing home,"1218, 19-16a Dividing Rd, Near Old Faridabad Chowk, Near Rajiv Gandhi Chowk","Sector 19, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Faridabad/Nursing-Homes-in-Faridabad-Nit/nct-10339808,faridabad,commercial,50,B
Kanhaji Sweets & Restaurant,restaurant,"Sector 88, Faridabad, Haryana","Sector 88, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Faridabad/Party-Lawns-in-Faridabad-Sector-88/nct-11235621,faridabad,commercial,50,B
LYF Hospital,hospital,"GC 4, 1, Greater Noida West Road, opposite City Plaza","Gaur City 1, Noida Extension",,,,,,,,,,,,,,,,,,,,https://www.facebook.com/lyfhospitalgaurcity/,gn_west,commercial,50,B
Manipal Hospital Ghaziabad,hospital,,Indirapuram,,,,,,,,,,,Manipal Hospitals,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/hospitals-in-indirapuram,ghaziabad,commercial,50,B
Max Lab,diagnostic lab,"FF-8, First Floor, Galaxy Plaza Market, Main Gate - Gaur City-1","Gaur City 1, Noida Extension",,,,,,https://www.maxlab.co.in/labs/max-labnoida-extn.ghaziabad,,,,,Max Hospital / Max Lab,n,,,0,,,,,https://www.maxlab.co.in/labs/max-labnoida-extn.ghaziabad | https://www.maxlab.co.in/labs/max-lab-sector-137-noida | https://www.maxlab.co.in/noida/sector-137,gn_west,commercial,50,B
Max Lab - Niti Khand 1,diagnostic lab,"Niti Khand 1, Indirapuram, Ghaziabad",Indirapuram,,,,,,https://www.maxlab.co.in/labs/city/ghaziabad,,,,,Max Lab,,,,,,,,,https://www.maxlab.co.in/labs/city/ghaziabad,ghaziabad,commercial,50,B
Max Lab - Raj Nagar Extension,diagnostic lab,"A-1-1102, KW Srishti Road, Beside Charms, Raj Nagar Extension, Ghaziabad",Raj Nagar Extension,,,,,,https://www.maxlab.co.in/labs/max-lab-raj-nagar-extension-ghaziabad-475,,,,,Max Lab,,,,,,,,,https://www.maxlab.co.in/labs/max-lab-raj-nagar-extension-ghaziabad-475,ghaziabad,commercial,50,B
Max Lab - Sector 70A,diagnostic lab,"Shop no-1A, Ground Floor, AIPL Boulevard, Sector 70A, Gurgaon",Sector 70A,,,,,,https://www.maxlab.co.in/labs/max-lab-sector-70a--gurgaon,,,,,Max Healthcare / Max Lab,,,,,,,,,https://www.maxlab.co.in/labs/max-lab-sector-70a--gurgaon,gurgaon,commercial,50,B
Max Lab - Sector 71,diagnostic lab,"Plot No F 139, Signum 71, Signature Global, Andour Heights, Sector 71, Gurgaon",Sector 71,,,,,,https://www.maxlab.co.in/labs/max-lab-sector-71-gurgaon,,,,,Max Healthcare / Max Lab,,,,,,,,,https://www.maxlab.co.in/labs/max-lab-sector-71-gurgaon,gurgaon,commercial,50,B
Max Lab - Shakti Khand,diagnostic lab,"Near Harsha City Mall, Shakti Khand, Indirapuram, Ghaziabad",Indirapuram,,,,,,https://www.maxlab.co.in/labs/city/ghaziabad,,,,,Max Lab,,,,,,,,,https://www.maxlab.co.in/labs/city/ghaziabad,ghaziabad,commercial,50,B
Max Lab - Sohna Dhani,diagnostic lab,"Shop No-2, Sohna Dhani, Ward No-21, near KR Mangalam University, Sohna Road, Gurgaon",Sohna Road (Sohna Dhani),,,,,,https://www.maxlab.co.in/labs/max-lab-sohna-dhani,,,,,Max Healthcare / Max Lab,,,,,,,,,https://www.maxlab.co.in/labs/max-lab-sohna-dhani,gurgaon,commercial,50,B
Max Lab - Vasundhara Sector 2,diagnostic lab,"Vasundhara Sector 2, Ghaziabad",Vasundhara,,,,,,https://www.maxlab.co.in/labs/city/ghaziabad,,,,,Max Lab,,,,,,,,,https://www.maxlab.co.in/labs/city/ghaziabad,ghaziabad,commercial,50,B
Max Super Speciality Hospital,hospital,,Indirapuram,,,,,,,,,,,Max Healthcare,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/hospitals-in-indirapuram,ghaziabad,commercial,50,B
Medanta The Medicity,hospital,,Indirapuram,,,,,,,,,,,Medanta,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/hospitals-in-indirapuram,ghaziabad,commercial,50,B
Medicure Multispeciality Hospital,hospital,,"Gaur City 2, Greater Noida",,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Greater-Noida/Health-Care-Centres-in-Gaur-City-2/nct-10244464 | https://karocare.in/greater-noida,gn_west,commercial,50,B
Meet Street,restaurant,,Vasundhara,,,,,,,,,,,owner,,,,,,,,,https://www.zomato.com/ncr/meet-street-vasundhara-ghaziabad,ghaziabad,commercial,50,B
Metro Hospital (diagnostic services),diagnostic lab,,Sohna Road (near),,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Gurgaon/Diagnostic-Centres-in-Sohna-Road/nct-10159446,gurgaon,commercial,50,B
Metropolis - Pathguru Diagnostics,diagnostic lab,"Shop No 111, Panchsheel Square Mall, Crossings Republik, Ghaziabad, Uttar Pradesh 201016",Crossings Republik,201016,,,,,,,,,,Metropolis Healthcare,,,,,,,,,https://www.diagnosticcentres.in/diagnostic-centres/uttar-pradesh/ghaziabad.html,ghaziabad,commercial,50,B
Metropolis Healthcare,diagnostic lab,"Amolik Heights, Shop No 11, Sector 88, Faridabad, Haryana 121008","Sector 88, Faridabad",121008,,,093212 72713,,,,,,,Metropolis Healthcare Ltd,,,,,,,,,https://www.mediyaar.com/faridabad/labs.html,faridabad,commercial,50,B
Mittal Eye & Maternity Centre,eye centre,"near Ram Dairy Market, Sector 3, Faridabad","Sector 3, Faridabad",,,,,,,,,,5-bed multispecialty hospital,,,,,,,,,,https://www.medindia.net/directories/hospitals/mittal-eye-and-maternity-hospital-faridabad-haryana-47672.htm | https://www.freemedicalinfo.in/MittalEyeMaternity,faridabad,commercial,50,B
Mohan Dhaba,restaurant,"Sector 5, near Radha Laxmi Dhaba, Vaishali, Ghaziabad",Vaishali,,,,,,,,,,,owner,,,,,,,,,https://magicpin.in/Ghaziabad/Vaishali/Restaurant/Mohan-Dhaba/store/54a9/menu/,ghaziabad,commercial,50,B
"Motherhood Hospital, Noida Extension",maternity center,"Plot No. GC-12 & GC-14/G.H-03, 14th Avenue, Gaur City 2, Noida Extension","Gaur City 2, Noida Extension",,,,,,https://www.motherhoodindia.com/locations/noida-extension/,,,,,Motherhood Hospitals,,,,,,,,,https://www.motherhoodindia.com/locations/noida-extension/,gn_west,commercial,50,B
Motherland Hospital,maternity centre,"NH-01, Amrapali Platinum, Sector 119, Noida, Uttar Pradesh, 201307","Sector 119, Noida",201307,,,+919953777444,,https://motherlandhospital.com/,4.6,4077,,,regional_chain,,,,0,,,,,https://www.justdial.com/Noida/Motherland-Hospital-Near-Amrapali-Platinum-Nh-01-Noida-Sector-119/011PXX11-XX11-180531171112-E6F2_BZDET | https://www.mappls.com/place-motherland+hospital-noida-nh-01-amrapali+platinum-sector+119-noida-uttar+pradesh-201307-4th0wn,noida,commercial,50,B
Multi Specialty & Trauma Centre - Badshahpur,trauma_centre,"Main Sohna Gurgaon Road, Badshahpur, near Radha Krishan Temple","Badshahpur, Sohna Road",,,,,,,,,,,owner,,,,,[],,,,https://www.clinicspots.com/hospitals/gurgaon/sohna-road,gurgaon,commercial,50,B
Nishkaa Motors,auto_service_center,"Raj Nagar Extension, Ghaziabad",Raj Nagar Extension,,,,9259449741,,https://www.nishkamotors.com/,,,,,owner,,,,,,,,,https://www.nishkamotors.com/,ghaziabad,commercial,50,B
Nix Hospital (Nix Multi-Speciality Hospital),hospital,,Greater Noida West,,,,,,https://nixhealthcare.org/,,,,,,,,,,,,,,https://nixhealthcare.org/,gn_west,commercial,50,B
Noble Diagnostic Centre,diagnostic lab,,Sohna Road (near),,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Gurgaon/Diagnostic-Centres-in-Sohna-Road/nct-10159446,gurgaon,commercial,50,B
Park Hospital,hospital,,Faridabad,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
